Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,3154995;-78,5504691;37;HOMBRE;FALLECIDO;NO DETERMINADA;13/04/2022;FALLECIDO;13/10/2022
GUAYAS;-2,1099275;-79,974977;19;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;30/04/2022;ENCONTRADO;17/10/2022
COTOPAXI;-0,934308871;-78,60630031;4;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;12/10/2022;ENCONTRADO;17/10/2022
EL ORO;-3,257325738;-79,96275623;27;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/10/2022;ENCONTRADO;17/10/2022
PICHINCHA;0,0813445;-79,0489685;25;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;18/09/2022;ENCONTRADO;10/10/2022
PICHINCHA;-0,263979045;-78,53130568;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/10/2022;ENCONTRADO;17/10/2022
ESMERALDAS;0,224840358;-79,41342693;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/09/2022;ENCONTRADO;12/10/2022
GUAYAS;-2,2173395;-79,8973432;68;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/10/2022;ENCONTRADO;14/10/2022
CHIMBORAZO;-1,6493652;-78,6649996;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/09/2022;ENCONTRADO;17/10/2022
LOJA;-3,9992359;-79,2229901;41;HOMBRE;FALLECIDO;SUICIDIO;15/10/2022;FALLECIDO;16/10/2022
LOS RIOS;-1,01411886;-79,47204117;30;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;12/10/2022;ENCONTRADO;13/10/2022
PICHINCHA;-0,2172582;-78,4851909;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/10/2022;ENCONTRADO;18/10/2022
CHIMBORAZO;-1,68058134;-78,64467502;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/10/2022;ENCONTRADO;15/10/2022
MORONA SANTIAGO;-2,300169077;-78,12190226;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;09/10/2022;ENCONTRADO;14/10/2022
PICHINCHA;-0,1088773;-78,4630212;15;MUJER;SIN_DATO;SIN_DATO;28/08/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-1,8724205;-79,9878872;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/10/2022;ENCONTRADO;14/10/2022
GUAYAS;-2,0955467;-79,6903379;18;HOMBRE;SIN_DATO;SIN_DATO;17/10/2022;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,31536;-79,38274;50;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/09/2022;ENCONTRADO;20/10/2022
LOS RIOS;-1,678439159;-79,63875708;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/09/2022;ENCONTRADO;21/09/2022
PICHINCHA;-0,2511416;-78,5274175;89;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;27/09/2022;ENCONTRADO;28/09/2022
PICHINCHA;-0,1054104;-78,5133372;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/07/2022;ENCONTRADO;20/11/2022
ESMERALDAS;1,067551225;-79,37318991;18;HOMBRE;SIN_DATO;SIN_DATO;27/09/2022;DESAPARECIDO;SIN_DATO
PASTAZA;-1,499048087;-78,01678806;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/10/2022;ENCONTRADO;17/10/2022
PICHINCHA;-0,1702058;-78,4798596;54;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;05/10/2022;ENCONTRADO;11/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2501793;-79,1438982;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/10/2022;ENCONTRADO;17/10/2022
CAÑAR;-2,5589315;-78,9388191;21;HOMBRE;SIN_DATO;SIN_DATO;05/10/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,082777322;-79,99103132;63;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;12/06/2022;ENCONTRADO;18/10/2022
MORONA SANTIAGO;-2,3074378;-78,1202307;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/10/2022;ENCONTRADO;18/10/2022
MANABI;-0,8406658;-80,1596041;23;HOMBRE;SIN_DATO;SIN_DATO;20/10/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,120112224;-79,58942188;28;HOMBRE;SIN_DATO;SIN_DATO;13/10/2022;DESAPARECIDO;SIN_DATO
TUNGURAHUA;-1,2543408;-78,6228504;27;HOMBRE;EXTRAVIADA;DETENIDO;12/10/2022;ENCONTRADO;13/10/2022
MANABI;-0,7140022;-80,109357;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;26/08/2022;ENCONTRADO;18/10/2022
PASTAZA;-1,502626517;-78,00229669;23;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;09/10/2022;ENCONTRADO;18/10/2022
PASTAZA;-1,502626517;-78,00229669;1;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;09/10/2022;ENCONTRADO;18/10/2022
EL ORO;-3,362453084;-79,84812851;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/04/2022;ENCONTRADO;18/10/2022
CAÑAR;-2,7409471;-78,8488227;37;MUJER;SIN_DATO;SIN_DATO;23/09/2022;DESAPARECIDO;SIN_DATO
MANABI;-0,8406658;-80,1596041;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/10/2022;ENCONTRADO;09/11/2022
PICHINCHA;-0,31812204;-78,5571247;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/10/2022;ENCONTRADO;17/10/2022
PICHINCHA;-0,31812204;-78,5571247;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/10/2022;ENCONTRADO;17/10/2022
CAÑAR;-2,7409471;-78,8488227;1;MUJER;SIN_DATO;SIN_DATO;03/10/2022;DESAPARECIDO;SIN_DATO
MORONA SANTIAGO;-2,4566285;-78,1678439;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/10/2022;ENCONTRADO;18/10/2022
IMBABURA;0,274000912;-78,42696905;71;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;15/10/2022;ENCONTRADO;17/10/2022
GUAYAS;-2,274632887;-79,88095953;24;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/07/2022;ENCONTRADO;18/10/2022
GUAYAS;-2,274632887;-79,88095953;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/07/2022;ENCONTRADO;18/10/2022
PICHINCHA;-0,237287061;-78,52663222;35;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;13/10/2022;ENCONTRADO;18/10/2022
SUCUMBIOS;-0,004109144;-76,77640915;5;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/10/2022;ENCONTRADO;18/10/2022
SUCUMBIOS;-0,004109144;-76,77640915;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/10/2022;ENCONTRADO;18/10/2022
TUNGURAHUA;-1,3478776;-78,6696576;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/09/2022;ENCONTRADO;18/10/2022
LOS RIOS;-1,436720209;-79,75927594;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/09/2022;ENCONTRADO;17/09/2022
GUAYAS;-2,176075216;-79,88658503;34;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/10/2022;ENCONTRADO;02/12/2022
IMBABURA;0,290974048;-78,11752735;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/10/2022;ENCONTRADO;19/10/2022
LOS RIOS;-1,806688272;-79,48793002;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/08/2022;ENCONTRADO;07/10/2022
MANABI;-1,030636695;-80,48539419;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;15/10/2022;ENCONTRADO;19/10/2022
TUNGURAHUA;-1,245778693;-78,62848793;48;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;16/10/2022;ENCONTRADO;20/10/2022
NAPO;-0,327270574;-77,79054164;9;MUJER;SIN_DATO;SIN_DATO;15/10/2022;DESAPARECIDO;SIN_DATO
CAÑAR;-2,41712157;-79,34627731;33;HOMBRE;SIN_DATO;SIN_DATO;13/10/2022;DESAPARECIDO;SIN_DATO
CAÑAR;-2,41712157;-79,34627731;28;MUJER;SIN_DATO;SIN_DATO;13/10/2022;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,660762879;-78,64102721;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/10/2022;ENCONTRADO;29/10/2022
ESMERALDAS;1,059707;-79,403313;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/10/2022;ENCONTRADO;22/10/2022
ESMERALDAS;1,2904459;-78,84067693;13;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;13/10/2022;ENCONTRADO;15/10/2022
ESMERALDAS;1,269761086;-78,80776405;4;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;25/09/2022;ENCONTRADO;21/11/2022
ESMERALDAS;0,332521187;-79,46271587;17;MUJER;SIN_DATO;SIN_DATO;14/09/2022;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,02953421;-79,4608782;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/06/2022;ENCONTRADO;19/10/2022
NAPO;-0,999120498;-77,81248748;59;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;27/08/2022;ENCONTRADO;20/10/2022
SUCUMBIOS;-0,068395244;-76,87736245;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/10/2022;ENCONTRADO;20/10/2022
MORONA SANTIAGO;-2,456601071;-78,16984174;13;MUJER;SIN_DATO;SIN_DATO;17/10/2022;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,815923543;-79,50971991;36;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;30/09/2022;ENCONTRADO;03/10/2022
TUNGURAHUA;-1,212306665;-78,60570123;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;07/10/2022;ENCONTRADO;08/10/2022
MANABI;-0,957709007;-80,70904226;54;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/10/2022;ENCONTRADO;20/10/2022
LOS RIOS;-0,996690871;-79,46775402;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/10/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,2074348;-79,9032774;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;03/10/2022;ENCONTRADO;20/10/2022
ORELLANA;-0,470478596;-76,98237437;28;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;16/10/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,160778532;-79,8348758;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/10/2022;ENCONTRADO;20/10/2022
ESMERALDAS;0,968776888;-79,65287401;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;17/10/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,170521641;-79,83324843;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/10/2022;ENCONTRADO;21/10/2022
ESMERALDAS;0,889335517;-79,63547439;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/09/2022;ENCONTRADO;20/10/2022
PICHINCHA;-0,245266;-78,5234903;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/10/2022;ENCONTRADO;20/10/2022
PICHINCHA;-0,3301626;-78,4510729;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/10/2022;ENCONTRADO;20/10/2022
CAÑAR;-2,430092677;-79,33836489;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/10/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,1709276;-79,9002559;45;HOMBRE;EXTRAVIADA;HOSPITALIZADO;19/10/2022;ENCONTRADO;21/10/2022
CAÑAR;-2,427509431;-79,34178114;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/10/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,2840098;-79,8847104;15;MUJER;PROBLEMAS SOCIALES;DROGADICCION;23/09/2022;ENCONTRADO;20/10/2022
GUAYAS;-1,892114905;-79,55856957;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/10/2022;ENCONTRADO;21/10/2022
EL ORO;-3,120486428;-79,84502878;16;MUJER;SIN_DATO;SIN_DATO;18/10/2022;DESAPARECIDO;SIN_DATO
LOJA;-3,997425235;-79,2049445;35;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;28/04/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,1202323;-79,5775519;22;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;20/10/2022;ENCONTRADO;26/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,253123672;-79,17623936;52;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PATRIMONIAL;17/10/2022;ENCONTRADO;24/10/2022
AZUAY;-2,883173046;-79,02973554;15;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/10/2022;ENCONTRADO;24/10/2022
GUAYAS;-2,1099275;-79,974977;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/10/2022;ENCONTRADO;19/10/2022
MORONA SANTIAGO;-2,306443791;-78,12117534;26;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/10/2022;ENCONTRADO;20/10/2022
SUCUMBIOS;0,076503038;-76,88747073;7;MUJER;SIN_DATO;SIN_DATO;15/10/2022;DESAPARECIDO;SIN_DATO
BOLIVAR;-1,608517296;-78,99926088;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/10/2022;ENCONTRADO;21/10/2022
COTOPAXI;-0,7256441;-78,63637819;88;HOMBRE;FALLECIDO;ACCIDENTAL;06/10/2022;FALLECIDO;21/10/2022
COTOPAXI;-0,937712081;-78,61995421;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/10/2022;ENCONTRADO;21/10/2022
SUCUMBIOS;0,076503038;-76,88747073;40;MUJER;SIN_DATO;SIN_DATO;15/10/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2430322;-79,8821829;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/10/2022;ENCONTRADO;22/10/2022
ORELLANA;-0,533423158;-77,08440544;28;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;16/10/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,2126226;-79,912514;10;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/06/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,2126226;-79,912514;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/06/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,2126226;-79,912514;30;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/06/2022;ENCONTRADO;22/10/2022
PICHINCHA;-0,3055782;-78,5474308;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/10/2022;ENCONTRADO;02/11/2022
GUAYAS;-2,1964296;-79,8921957;43;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;20/10/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,1955069;-79,9001962;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/09/2022;ENCONTRADO;22/10/2022
SANTA ELENA;-2,2276034;-80,8620027;9;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;23/10/2022
GUAYAS;-2,1609259;-79,6084477;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/10/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,223658028;-79,93433475;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/10/2022;ENCONTRADO;18/10/2022
GUAYAS;-2,117395243;-79,95654805;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/10/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,2840098;-79,8847104;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/10/2022;ENCONTRADO;22/10/2022
GUAYAS;-2,099595;-79,9054745;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/10/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,279439181;-79,88296996;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/10/2022;ENCONTRADO;20/10/2022
TUNGURAHUA;-1,244506662;-78,62201382;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/09/2022;ENCONTRADO;23/10/2022
LOJA;-3,971252037;-79,19688684;29;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/10/2022;ENCONTRADO;25/10/2022
PICHINCHA;0,062558047;-78,68216416;84;HOMBRE;FALLECIDO;ACCIDENTAL;08/10/2022;FALLECIDO;09/10/2022
ORELLANA;-0,283362386;-76,85469993;23;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;10/01/2022;ENCONTRADO;23/10/2022
GUAYAS;-2,6689787;-79,6221368;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;06/06/2022;ENCONTRADO;21/10/2022
PICHINCHA;-0,375139482;-78,486772;76;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/10/2022;ENCONTRADO;23/10/2022
LOJA;-4,0001205;-79,1988838;43;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/10/2022;ENCONTRADO;23/10/2022
SANTA ELENA;-2,2276034;-80,8620027;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;23/10/2022
SANTA ELENA;-2,2276034;-80,8620027;38;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;23/10/2022
SANTA ELENA;-2,2276034;-80,8620027;5;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/10/2022;ENCONTRADO;23/10/2022
GUAYAS;-2,2514992;-79,8793833;24;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/10/2022;ENCONTRADO;23/10/2022
ORELLANA;-0,727130172;-76,72817817;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/05/2022;ENCONTRADO;23/10/2022
NAPO;-0,992646624;-77,80747175;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/10/2022;ENCONTRADO;24/10/2022
MORONA SANTIAGO;-3,406296138;-78,57141492;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/07/2022;ENCONTRADO;24/10/2022
COTOPAXI;-0,941232319;-79,22641698;37;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/10/2022;ENCONTRADO;24/10/2022
GUAYAS;-2,2427511;-79,8853325;71;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/09/2022;ENCONTRADO;24/10/2022
SANTO DOMINGO DE LOS TSACHILAS;0,0012862;-79,3987099;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/10/2022;ENCONTRADO;27/11/2022
ESMERALDAS;0,96458549;-79,65559433;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/08/2022;ENCONTRADO;24/10/2022
GUAYAS;-1,8296944;-79,8172094;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/02/2022;ENCONTRADO;24/10/2022
EL ORO;-3,289790197;-79,9042592;16;MUJER;SIN_DATO;SIN_DATO;20/10/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,11661817;-79,93424892;25;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/06/2022;ENCONTRADO;19/10/2022
GUAYAS;-2,6742115;-79,6124016;9;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/08/2022;ENCONTRADO;22/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2352788;-79,1651305;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/08/2022;ENCONTRADO;24/10/2022
IMBABURA;0,798245;-78,357745;24;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;23/10/2022;ENCONTRADO;24/10/2022
GUAYAS;-2,1172485;-79,9521933;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/07/2022;ENCONTRADO;24/10/2022
GUAYAS;-2,2394151;-79,8849825;46;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;22/10/2022;ENCONTRADO;26/10/2022
GUAYAS;-2,6797275;-79,6319117;6;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/05/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,6797275;-79,6319117;26;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/05/2022;ENCONTRADO;20/10/2022
GUAYAS;-2,673914148;-79,62352858;4;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/10/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,595325;-79,602478;29;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/04/2022;ENCONTRADO;23/10/2022
NAPO;-1,1650467;-77,8553089;20;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;22/08/2022;ENCONTRADO;20/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2521882;-79,1879383;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/10/2022;ENCONTRADO;24/10/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,241936473;-79,19783832;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/10/2022;ENCONTRADO;22/10/2022
IMBABURA;0,351870157;-78,11827673;79;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;21/04/2022;ENCONTRADO;23/04/2022
PICHINCHA;-0,324202132;-78,56370877;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/10/2022;ENCONTRADO;24/10/2022
CHIMBORAZO;-1,6650227;-78,6588786;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/09/2022;ENCONTRADO;19/10/2022
CHIMBORAZO;-2,289120672;-78,92047091;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/10/2022;ENCONTRADO;19/10/2022
GUAYAS;-2,1504247;-79,6030025;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/10/2022;ENCONTRADO;02/11/2022
GUAYAS;-2,1230574;-79,9674114;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/10/2022;ENCONTRADO;25/10/2022
MORONA SANTIAGO;-1,945843519;-77,98962005;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/04/2022;ENCONTRADO;25/10/2022
PICHINCHA;-0,1246692;-78,4859349;65;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/10/2022;ENCONTRADO;24/10/2022
GUAYAS;-2,153886396;-79,88712787;24;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;13/10/2022;ENCONTRADO;25/10/2022
PASTAZA;-1,494894659;-77,98786195;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/10/2022;ENCONTRADO;25/10/2022
LOJA;-4,3626331;-79,1746054;32;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/09/2022;ENCONTRADO;25/10/2022
GUAYAS;-2,1225293;-80,000135;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/10/2022;ENCONTRADO;25/10/2022
EL ORO;-3,255520787;-79,86368975;28;HOMBRE;FALLECIDO;ASESINATO;24/10/2022;FALLECIDO;25/10/2022
PICHINCHA;-0,2093549;-78,3874684;34;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;21/10/2022;ENCONTRADO;25/10/2022
GUAYAS;-2,1293873;-79,9490216;27;HOMBRE;SIN_DATO;SIN_DATO;24/10/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,177387694;-79,89068738;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/10/2022;ENCONTRADO;25/10/2022
PICHINCHA;0,0411016;-78,2077368;42;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/10/2022;ENCONTRADO;24/10/2022
PICHINCHA;-0,2857545;-78,5433214;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/10/2022;ENCONTRADO;24/10/2022
GUAYAS;-2,1152065;-79,5933522;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/10/2022;ENCONTRADO;25/10/2022
PICHINCHA;-0,3069491;-78,5018999;32;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/10/2022;ENCONTRADO;21/10/2022
GUAYAS;-2,1221655;-79,9115741;17;HOMBRE;EXTRAVIADA;HOSPITALIZADO;20/10/2022;ENCONTRADO;25/10/2022
ESMERALDAS;0,327395852;-79,46862462;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/10/2022;ENCONTRADO;25/10/2022
GUAYAS;-2,35283532;-79,39698613;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/10/2022;ENCONTRADO;26/10/2022
AZUAY;-2,7873716;-79,1774268;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/10/2022;ENCONTRADO;25/10/2022
TUNGURAHUA;-1,3075411;-78,6384552;20;MUJER;FALLECIDO;FEMICIDIO;22/10/2022;FALLECIDO;25/10/2022
